file,n_nodes,n_edges,density,avg_degree,diameter_lcc,aspl_lcc,avg_clustering,degree_entropy,node_label_entropy,edge_label_entropy,lap_num_unique_eigs,lap_spectral_entropy,adj_graph_energy,wl_hash,error
140_0_1.json,,,,,,,,,,,,,,,'label'
140_1_0.json,7.0,8.0,0.38095238095238093,2.2857142857142856,3.0,1.8095238095238095,0.11904761904761904,1.950212064914747,2.8073549220576046,1.75,7.0,2.277876235817306,8.574226154064366,6aec9941f793a9c567b22a319a403f8c,
140_2_0.json,,,,,,,,,,,,,,,'label'
141_0_0.json,8.0,8.0,0.2857142857142857,2.0,4.0,2.0714285714285716,0.0,1.75,3.0,2.5,7.0,2.3592173010761215,7.650686134121775,e63d68fe521dd09d13c8d8ef0104b81d,
141_1_0.json,,,,,,,,,,,,,,,'label'
141_2_1.json,,,,,,,,,,,,,,,'label'
141_3_0.json,,,,,,,,,,,,,,,'label'
141_4_0.json,,,,,,,,,,,,,,,'label'
142_0_0.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,79146c2f435679b7b58ba2ee7a204340,
142_0_2.json,,,,,,,,,,,,,,,'label'
142_0_4.json,8.0,7.0,0.25,1.75,5.0,2.5714285714285716,0.0,1.4056390622295662,3.0,1.4488156357251847,8.0,2.4065567711952274,9.445870519314788,ff1a0ab64a59e7ae5de17ed4c0205d89,
142_1_2.json,9.0,10.0,0.2777777777777778,2.2222222222222223,6.0,2.5555555555555554,0.0,1.5304930567574824,2.94770277922009,2.6464393446710153,8.0,2.6763859329598945,10.7862599715686,fded35f35e03bfa26d87965b8d5ecf43,
142_2_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,96989715e912e2c54d3f6a4101f17a36,
143_0_2.json,,,,,,,,,,,,,,,'label'
143_1_2.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591334,2.8284271247461907,d3a6b20950a008fc35bee5be76a05324,
143_2_0.json,,,,,,,,,,,,,,,'label'
143_3_0.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,061f9609237f345a9f64a4d220c56af1,
144_0_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,9d93e0e7c8435b5cfc1f61a503666100,
144_0_1.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,8e06da3e10faae87e68247966ba12e9d,
145_0_0.json,,,,,,,,,,,,,,,'label'
146_0_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,aa1085668988d6f8ab05be67b0c68f69,
146_0_1.json,,,,,,,,,,,,,,,'label'
146_2_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,96989715e912e2c54d3f6a4101f17a36,
147_0_0.json,,,,,,,,,,,,,,,'label'
147_0_2.json,5.0,4.0,0.4,1.6,2.0,1.6,0.0,0.7219280948873623,2.321928094887362,2.0,3.0,1.5487949406953994,3.9999999999999996,2baf7df5705d085a2de34b563c8faaf4,
147_1_0.json,,,,,,,,,,,,,,,'label'
147_2_0.json,6.0,5.0,0.3333333333333333,1.6666666666666667,3.0,1.9333333333333333,0.0,0.9182958340544896,2.584962500721156,1.9219280948873623,5.0,1.899830333030796,6.0,60e176dabd8e20279875bccf5189c4a5,
147_2_2.json,6.0,5.0,0.3333333333333333,1.6666666666666667,4.0,2.066666666666667,0.0,1.4591479170272448,2.584962500721156,1.9219280948873623,6.0,1.9418811922522918,6.898979485566356,0c70200b16f5ec39adcc236b10b52399,
147_3_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,96989715e912e2c54d3f6a4101f17a36,
148_0_4.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591334,2.8284271247461907,54c8dde4c1b6225eab9baab232ad7694,
148_2_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,96989715e912e2c54d3f6a4101f17a36,
149_0_0.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,0.9182958340544896,4.0,1.3188798585163937,4.47213595499958,f20be33f4f77485225cfdcfc93520414,
149_1_0.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,552f568d80e04f37f6a7c4fba3d33e55,
149_1_1.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,1.584962500721156,4.0,1.3188798585163943,4.47213595499958,c238382925663dff6db5a9795d8f3175,
14_0_0.json,,,,,,,,,,,,,,,'label'
